	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
RC00965_I	r	RC00965_I	R00965	4.1.1.23	[c] : h_I + orot5p_I --> co2_I + ump_I	C00080_I + C01103_I --> C00011_I + C00105_I	umps-1_I	Pyrimidine metabolism	-0.0
RC00966_I	r	RC00966_I	R00966	2.4.2.9	ura_I + prpp_I --> ump_I + ppi_I	C00106_I + C00119_I --> C00105_I + C00013_I	C47B2.2_I	Pyrimidine metabolism	-0.0
RC00978_I	r	RC00978_I	R00978	1.3.1.2	[c] : 56dura_I + nadp_I <==> h_I + nadph_I + ura_I	C00429_I + C00006_I <==> C00080_I + C00005_I + C00106_I	dpyd-1_I	Pyrimidine metabolism	0.0
RC00987_I	r	RC00987_I	R00987	3.7.1.3	[c] : Lkynr_I + h2o_I --> ala-L_I + anth_I + h_I	C00328_I + C00001_I --> C00041_I + C00108_I + C00080_I	kynu-1_I	Tryptophan metabolism	0.0
RC00988_I	r	RC00988_I	R00988	3.5.1.9	nformanth_I + h2o_I <==> for_I + anth_I + h_I	C05653_I + C00001_I <==> C00058_I + C00108_I + C00080_I	afmd-1_I	Tryptophan metabolism	0.0
RC00996_I	r	RC00996_I	R00996	4.3.1.19	[c] : thr-L_I --> 2obut_I + nh4_I	C00188_I --> C00109_I + C00014_I	K01C8.1_I | Y51H7C.9_I	Glycine, serine and threonine metabolism	0.0
RC01000_I	r	RC01000_I	R01000	1.1.1.27	[c] : 2hb_I + nad_I <==> 2obut_I + h_I + nadh_I	C05984_I + C00003_I <==> C00109_I + C00080_I + C00004_I	ldh-1_I	Propanoate metabolism	0.0
RC01001_I	r	RC01001_I	R01001	4.4.1.1	[c] : cyst-L_I + h2o_I --> 2obut_I + cys-L_I + nh4_I	C02291_I + C00001_I --> C00109_I + C00097_I + C00014_I	cbl-1_I | cth-1_I | cth-2_I	Glycine, serine and threonine metabolism	-0.0
RC01005_I	r	RC01005_I	R01005	2.4.1.117	[c] : dolp_I + udpg_I --> dolglcp_I + udp_I	C00110_I + C00029_I --> C01246_I + C00015_I	H43I07.3_I	N-Glycan biosynthesis	0.0
RC01009_I	r	RC01009_I	R01009	2.4.1.83	dolp_I[c] + gdpmann_I[c] <==> dolmanp_I[r] + gdp_I[c]	C00110_I + C00096_I <==> C03862_I + C00035_I	dpm-1_I | dpm-3_I	N-Glycan biosynthesis	0.0
RC01010_I	r	RC01010_I	R01010	3.1.3.1;3.1.3.2	[c] : dhap_I + h2o_I --> dha_I + pi_I	C00111_I + C00001_I --> C00184_I + C00009_I	Y105C5B.3_I | [(F26C11.1_I | ZK792.1_I | pho-10_I | pho-11_I) | (pho-14_I | pho-5_I | pho-8_I) | Y94H6A.7_I | F02E9.7_I] | (C27A2.12_I | acp-2_I | acp-3_I | acp-7_I | pho-1_I | pho-12_I | pho-4_I | pho-6_I | pho-7_I | pho-9_I)	Glycerolipid metabolism (indirect)	0.0
RC01011_I	r	RC01011_I	R01011	2.7.1.29	[c] : atp_I + dha_I --> adp_I + dhap_I + h_I	C00002_I + C00184_I --> C00008_I + C00111_I + C00080_I	W02H5.8_I	Glycerolipid metabolism	-0.0
RC01013_I	r	RC01013_I	R01013	2.3.1.42	[c] : Rtotalcoa_I + dhap_I --> adhap_I + coa_I	C00040_I + C00111_I --> C03372_I + C00010_I	acl-7_I	Glycerophospholipid metabolism	0.01
RC01015_I	r	RC01015_I	R01015	5.3.1.1	[c] : g3p_I <==> dhap_I	C00118_I <==> C00111_I	tpi-1_I	Glycolysis / Gluconeogenesis	-0.413231261026
RC01016_I	r	RC01016_I	R01016	4.2.3.3	[c] : dhap_I --> mthgxl_I + pi_I	C00111_I --> C00546_I + C00009_I	Unknown	Pyruvate metabolism	-0.0
RC01018_I	r	RC01018_I	R01018	2.7.1.108	[c] : ctp_I + dolichol_I --> cdp_I + dolp_I + h_I	C00063_I + C00381_I --> C00112_I + C00110_I + C00080_I	Y56A3A.36_I	N-Glycan biosynthesis	0.0
RC01021_I	r	RC01021_I	R01021	2.7.1.32	[c] : atp_I + chol_I --> adp_I + cholp_I + h_I	C00002_I + C00114_I --> C00008_I + C00588_I + C00080_I	(cka-1_I | cka-2_I | ckb-1_I | ckb-2_I | ckb-3_I) | ckb-4_I	Glycerophospholipid metabolism	0.019556456813
RC01023_I	r	RC01023_I	R01023	2.3.1.6	[c] : accoa_I + chol_I <==> ach_I + coa_I	C00024_I + C00114_I <==> C01996_I + C00010_I	cha-1_I	Glycerophospholipid metabolism	0.0
RC01026_I	r	RC01026_I	R01026	3.1.1.7	[c] : ach_I + h2o_I --> ac_I + chol_I + h_I	C01996_I + C00001_I --> C00033_I + C00114_I + C00080_I	ace-1_I | ace-2_I | ace-4_I	Glycerophospholipid metabolism	-0.0
RC01030_I	r	RC01030_I	R01030	3.1.4.46	[c] : g3pc_I + h2o_I --> chol_I + glyc3p_I + h_I	C00670_I + C00001_I --> C00114_I + C00093_I + C00080_I	T12B3.3_I | T22G5.1_I | ZC155.4_I	Glycerophospholipid metabolism	0.01
RC01036_I	r	RC01036_I	R01036	1.1.1.21	[c] : glyald_I + h_I + nadh_I <==> glyc_I + nad_I	C00577_I + C00080_I + C00004_I <==> C00116_I + C00003_I	Y39G8B.1_I	Glycerolipid metabolism	0.0
RC01041_I	r	RC01041_I	R01041	1.1.1.21	[c] : glyald_I + h_I + nadph_I <==> glyc_I + nadp_I	C00577_I + C00080_I + C00005_I <==> C00116_I + C00006_I	Y39G8B.1_I | C56G3.2_I	Glycerolipid metabolism	0.0
RC01049_I	r	RC01049_I	R01049	2.7.6.1	[c] : atp_I + r5p_I <==> amp_I + prpp_I + h_I	C00002_I + C00117_I <==> C00020_I + C00119_I + C00080_I	R151.2_I	Pentose phosphate pathway	-0.03
RC01051_I	r	RC01051_I	R01051	2.7.1.15	[c] : atp_I + rib-D_I --> adp_I + r5p_I + h_I	C00002_I + C00121_I --> C00008_I + C00117_I + C00080_I	F07A11.5_I	Pentose phosphate pathway	-0.0
RC01054_I	r	RC01054_I	R01054	3.6.1.13	[c] : adprib_I + h2o_I --> amp_I + (2) h_I + r5p_I	C00301_I + C00001_I --> C00020_I + (2) C00080_I + C00117_I	ndx-2_I | ndx-6_I	Purine metabolism	-0.0
RC01055_I	r	RC01055_I	R01055	3.2.-.-	[c] : r5p_I + ura_I <==> h2o_I + psd5p_I	C00117_I + C00106_I <==> C00001_I + C01168_I	T24C12.3_I	Pyrimidine metabolism	0.0
RC01056_I	r	RC01056_I	R01056	5.3.1.6	[c] : r5p_I <==> ru5p-D_I	C00117_I <==> C00199_I	rpia-1_I	Pentose phosphate pathway	0.106720884796
RC01057_I	r	RC01057_I	R01057	5.4.2.2;5.4.2.7	[c] : r1p_I <==> r5p_I	C00620_I <==> C00117_I	R05F9.6_I | Y43F4B.5_I	Pentose phosphate pathway	0.130081327194
RC01061_I	r	RC01061_I	R01061	1.2.1.12	[c] : g3p_I + pi_I + nad_I <==> 13dpg_I + nadh_I + h_I	C00118_I + C00009_I + C00003_I <==> C00236_I + C00004_I + C00080_I	gpd-4_I | gpd-3_I | gpd-2_I | gpd-1_I	Glycolysis / Gluconeogenesis	0.750657364581
RC01066_I	r	RC01066_I	R01066	4.1.2.4	[c] : 2dr5p_I <==> g3p_I + acald_I	C00673_I <==> C00118_I + C00084_I	F09E5.3_I	Pentose phosphate pathway	0.0637570961445
RC01070_I	r	RC01070_I	R01070	4.1.2.13	[c] : fdp_I <==> dhap_I + g3p_I	C00354_I <==> C00111_I + C00118_I	aldo-2_I | aldo-1_I	Glycolysis / Gluconeogenesis	0.166948122614
RC01072_I	r	RC01072_I	R01072	2.4.2.14	[c] : gln-L_I + h2o_I + prpp_I --> glu-L_I + ppi_I + pram_I	C00064_I + C00001_I + C00119_I --> C00025_I + C00013_I + C03090_I	ppat-1_I	Purine metabolism	-0.0
RC01082_I	r	RC01082_I	R01082	4.2.1.2	[c] : mal-L_I <==> fum_I + h2o_I	C00149_I <==> C00122_I + C00001_I	fum-1_I	Citrate cycle (TCA cycle)	0.0
RC01083_I	r	RC01083_I	R01083	4.3.2.2	[c] : dcamp_I <==> amp_I + fum_I	C03794_I <==> C00020_I + C00122_I	adsl-1_I	Purine metabolism	0.0
RC01092_I	r	RC01092_I	R01092	2.7.1.6	[c] : atp_I + gal_I --> adp_I + gal1p_I + h_I	C00002_I + C00124_I --> C00008_I + C00446_I + C00080_I	tag-96_I	Galactose metabolism	-0.0
RC01093_I	r	RC01093_I	R01093	1.1.1.21	[c] : gal_I + h_I + nadh_I <==> galt_I + nad_I	C00124_I + C00080_I + C00004_I <==> C01697_I + C00003_I	Y39G8B.1_I	Galactose metabolism	0.0
RC01095_I	r	RC01095_I	R01095	1.1.1.21	[c] : gal_I + h_I + nadph_I <==> galt_I + nadp_I	C00124_I + C00080_I + C00005_I <==> C01697_I + C00006_I	Y39G8B.1_I	Galactose metabolism	0.0
RC01100_I	r	RC01100_I	R01100	3.2.1.23	[l] : h2o_I + lcts_I --> gal_I + glc-D_I	C00001_I + C00243_I --> C00124_I + C00031_I	bgal-1_I	Galactose metabolism	0.0
RC01101_I	r	RC01101_I	R01101	3.2.1.22	[c] : melib_I + h2o_I --> gal_I + glc-D_I	C05402_I + C00001_I --> C00124_I + C00031_I	gana-1_I	Galactose metabolism	0.0
RC01103_I	r	RC01103_I	R01103	3.2.1.22	raffin_I + h2o_I --> gal_I + sucr_I	C00492_I + C00001_I --> C00124_I + C00089_I	gana-1_I	Galactose metabolism	0.0
RC01108_I	r	RC01108_I	R01108	1.8.5.1	[c] : dhdascb_I + (2) gthrd_I --> ascb-L_I + gthox_I	C05422_I + (2) C00051_I --> C00072_I + C00127_I	Unknown	Glutathione metabolism	-0.0
RC01121_I	r	RC01121_I	R01121	4.1.1.33	[c] : 5dpmev_I + atp_I --> adp_I + co2_I + ipdp_I + pi_I	C01143_I + C00002_I --> C00008_I + C00011_I + C00129_I + C00009_I	Y48B6A.13_I	Terpenoid backbone biosynthesis	0.0
RC01123_I	r	RC01123_I	R01123	5.3.3.2	[c] : ipdp_I <==> dmpp_I	C00129_I <==> C00235_I	idi-1_I	Terpenoid backbone biosynthesis	0.0
RC01126_I	r	RC01126_I	R01126	3.1.3.5	[c] : h2o_I + imp_I --> ins_I + pi_I	C00001_I + C00130_I --> C00294_I + C00009_I	F25B5.3_I | Y10G11A.1_I | Y71H10B.1_I	Purine metabolism	-0.0
RC01127_I	r	RC01127_I	R01127	2.1.2.3;3.5.4.10	[c] : h2o_I + imp_I <==> fprica_I	C00001_I + C00130_I <==> C04734_I	atic-1_I	Purine metabolism	0.0
RC01130_I	r	RC01130_I	R01130	1.1.1.205	[c] : h2o_I + imp_I + nad_I --> h_I + nadh_I + xmp_I	C00001_I + C00130_I + C00003_I --> C00080_I + C00004_I + C00655_I	T22D1.3_I	Purine metabolism	-0.0
RC01132_I	r	RC01132_I	R01132	2.4.2.8	[c] : hxan_I + prpp_I --> imp_I + ppi_I	C00262_I + C00119_I --> C00130_I + C00013_I	hprt-1_I	Purine metabolism	-0.0
RC01134_I	r	RC01134_I	R01134	1.7.1.7	[c] : gmp_I + (2) h_I + nadph_I --> imp_I + nadp_I + nh4_I	C00144_I + (2) C00080_I + C00005_I --> C00130_I + C00006_I + C00014_I	F32D1.5_I	Purine metabolism	-0.0
RC01135_I	r	RC01135_I	R01135	6.3.4.4	[c] : asp-L_I + gtp_I + imp_I --> dcamp_I + gdp_I + (2) h_I + pi_I	C00049_I + C00044_I + C00130_I --> C03794_I + C00035_I + (2) C00080_I + C00009_I	adss-1_I	Purine metabolism	-0.0
RC01137_I	r	RC01137_I	R01137	2.7.4.6	[c] : atp_I + dadp_I <==> adp_I + datp_I	C00002_I + C00206_I <==> C00008_I + C00131_I	R05G6.5_I | Y48G8AL.15_I | ndk-1_I	Purine metabolism	0.0
RC01138_I	r	RC01138_I	R01138	2.7.1.40	[c] : dadp_I + pep_I + h_I --> datp_I + pyr_I	C00206_I + C00074_I + C00080_I --> C00131_I + C00022_I	pyk-1_I | pyk-2_I	Purine metabolism	0.0
RC01154_I	r	RC01154_I	R01154	2.3.1.57	accoa_I + ptrc_I --> coa_I + aprut_I + h_I	C00024_I + C00134_I --> C00010_I + C02714_I + C00080_I	D2023.4_I	Arginine and proline metabolism	0.0
RC01167_I	r	RC01167_I	R01167	4.1.1.28	[c] : h_I + his-L_I --> co2_I + hista_I	C00080_I + C00135_I --> C00011_I + C00388_I	bas-1_I | hdl-1_I | tdc-1_I	Histidine metabolism	-0.0
RC01168_I	r	RC01168_I	R01168	4.3.1.3	[c] : his-L_I --> nh4_I + urcan_I	C00135_I --> C00014_I + C00785_I	haly-1_I	Histidine metabolism	-0.0
RC01184_I	r	RC01184_I	R01184	1.13.99.1	[c] : inost_I + o2_I --> glcur_I + h_I + h2o_I	C00137_I + C00007_I --> C00191_I + C00080_I + C00001_I	C54E4.5_I	Ascorbate and aldarate metabolism	-0.0
RC01185_I	r	RC01185_I	R01185	3.1.3.25	[c] : h2o_I + mi1p-D_I --> inost_I + pi_I	C00001_I + C01177_I --> C00137_I + C00009_I	(ttx-7_I | gpap-1_I)	Inositol phosphate metabolism	0.0
RC01186_I	r	RC01186_I	R01186	3.1.3.25	[c] : h2o_I + mi4p-D_I --> inost_I + pi_I	C00001_I + C03546_I --> C00137_I + C00009_I	(ttx-7_I | gpap-1_I)	Inositol phosphate metabolism	0.0
RC01187_I	r	RC01187_I	R01187	3.1.3.25	[c] : h2o_I + mi3p-D_I --> inost_I + pi_I	C00001_I + C04006_I --> C00137_I + C00009_I	(ttx-7_I | gpap-1_I)	Inositol phosphate metabolism	-0.0
RC01201_I	r	RC01201_I	R01201	2.7.1.59	[c] : acgam_I + atp_I --> acgam6p_I + adp_I + h_I	C00140_I + C00002_I --> C00357_I + C00008_I + C00080_I	W06B4.2_I	Amino sugar and nucleotide sugar metabolism	-0.0
RC01206_I	r	RC01206_I	R01206	3.2.1.14	[c] : chitin_I + h2o_I --> acgam_I	C00461_I + C00001_I --> C00140_I	C08B6.4_I | R09D1.14_I | R10D12.15_I | T05H4.7_I | T19H5.6_I | T26F2.1_I | chil-1_I | chil-11_I | chil-12_I | chil-13_I | chil-15_I | chil-16_I | chil-17_I | chil-18_I | chil-19_I | chil-2_I | chil-20_I | chil-21_I | chil-22_I | chil-23_I | chil-24_I | chil-25_I | chil-27_I | chil-3_I | chil-4_I | chil-5_I | chil-6_I | chil-7_I | chil-8_I | chil-9_I | cht-1_I | cht-2_I | cht-4_I | lmd-4_I | lmd-5_I	Amino sugar and nucleotide sugar metabolism	0.0
RC01218_I	r	RC01218_I	R01218	1.5.1.15	[c] : mlthf_I + nad_I <==> methf_I + nadh_I	C00143_I + C00003_I <==> C00445_I + C00004_I	dao-3_I	One carbon pool by folate	0.0
RC01220_I	r	RC01220_I	R01220	1.5.1.5	[c] : mlthf_I + nadp_I <==> methf_I + nadph_I	C00143_I + C00006_I <==> C00445_I + C00005_I	K07E3.4_I	One carbon pool by folate	0.19192822432
RC01224_I	r	RC01224_I	R01224	1.5.1.20	[c] : (2) h_I + mlthf_I + nadph_I <==> 5mthf_I + nadp_I	(2) C00080_I + C00143_I + C00005_I <==> C00440_I + C00006_I	mthf-1_I	One carbon pool by folate	-0.292212549393
RC01227_I	r	RC01227_I	R01227	3.1.3.5	[c] : gmp_I + h2o_I --> gsn_I + pi_I	C00144_I + C00001_I --> C00387_I + C00009_I	F25B5.3_I | Y10G11A.1_I | Y71H10B.1_I	Purine metabolism	0.106966505645
RC01229_I	r	RC01229_I	R01229	2.4.2.7;2.4.2.8	[c] : gua_I + prpp_I --> gmp_I + ppi_I	C00242_I + C00119_I --> C00144_I + C00013_I	T19B4.3_I | hprt-1_I	Purine metabolism	-0.0
RC01230_I	r	RC01230_I	R01230	6.3.5.2	[c] : atp_I + nh4_I + xmp_I --> amp_I + gmp_I + (2) h_I + ppi_I	C00002_I + C00014_I + C00655_I --> C00020_I + C00144_I + (2) C00080_I + C00013_I	gmps-1_I	Purine metabolism	-0.0
RC01231_I	r	RC01231_I	R01231	6.3.5.2	[c] : atp_I + gln-L_I + h2o_I + xmp_I --> amp_I + glu-L_I + gmp_I + (2) h_I + ppi_I	C00002_I + C00064_I + C00001_I + C00655_I --> C00020_I + C00025_I + C00144_I + (2) C00080_I + C00013_I	gmps-1_I	Purine metabolism	-0.0
RC01234_I	r	RC01234_I	R01234	3.1.4.17	[c] : 35cgmp_I + h2o_I --> gmp_I + h_I	C00942_I + C00001_I --> C00144_I + C00080_I	 pde-1_I | pde-2_I | pde-3_I | pde-5_I	Purine metabolism	0.0
RC01252_I	r	RC01252_I	R01252	1.14.11.2	[r] : akg_I + o2_I + pro-L_I --> 4hpro-LT_I + co2_I + succ_I	C00026_I + C00007_I + C00148_I --> C01157_I + C00011_I + C00042_I	C14E2.4_I | Y43F8B.19_I | dpy-18_I | phy-2_I | phy-3_I | phy-4_I	Arginine and proline metabolism	-0.0
RC01262_I	r	RC01262_I	R01262	2.3.2.2	[c] : ala-L_I + gthrd_I --> cgly_I + gluala_I	C00041_I + C00051_I --> C01419_I + C03740_I	C53D5.5_I | H14N18.4_I | T03D8.6_I | T19H12.6_I | Y7A9A.1_I | Y97E10AR.2_I	Glutathione metabolism	0.0
RC01266_I	r	RC01266_I	R01266	3.2.2.11	acBgamamAsn_I + h2o_I <==> acgam_I + asn-L_I	C04540_I + C00001_I <==> C00140_I + C00152_I	Unknown	Protein modification by hydroxylation	0.0
RC01268_I	r	RC01268_I	R01268	3.5.1.19	[c] : h2o_I + ncam_I --> nac_I + nh4_I	C00001_I + C00153_I --> C00253_I + C00014_I	pnc-1_I | pnc-2_I	Nicotinate and nicotinamide metabolism	-0.0
RC01269_I	r	RC01269_I	R01269	2.1.1.1	[c] : amet_I + ncam_I --> ahcys_I + 1mncam_I	C00019_I + C00153_I --> C00021_I + C02918_I	anmt-1_I | anmt-3_I	Nicotinate and nicotinamide metabolism	-0.0
RC01274_I	r	RC01274_I	R01274	3.1.2.22	[c] : h2o_I + pmtcoa_I --> coa_I + h_I + hdca_I	C00001_I + C00154_I --> C00010_I + C00080_I + C00249_I	ppt-1_I	Fatty acid elongation	-0.0
RC01280_I	r	RC01280_I	R01280	6.2.1.3	[c] : atp_I + coa_I + hdca_I --> amp_I + pmtcoa_I + ppi_I	C00002_I + C00010_I + C00249_I --> C00020_I + C00154_I + C00013_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.125776516147
RC01281_I	r	RC01281_I	R01281	2.3.1.50	[c] : h_I + fa17p0isocoa_I + ser-L_I --> 3dsphgn_ce_I + co2_I + coa_I	C00080_I + CC0095_I + C00065_I --> CC0206_I + C00011_I + C00010_I	sptl-1_I | sptl-2_I | sptl-3_I	Sphingolipid metabolism	-0.0
RC01290_I	r	RC01290_I	R01290	4.2.1.22	[c] : hcys-L_I + ser-L_I <==> cyst-L_I + h2o_I	C00155_I + C00065_I <==> C02291_I + C00001_I	cbs-1_I | cbs-2_I	Glycine, serine and threonine metabolism	0.0
RC01301_I	r	RC01301_I	R01301	3.1.2.23	[c] : 4hbzcoa_I + h2o_I --> 4hbz_I + coa_I + h_I	C02949_I + C00001_I --> C00156_I + C00010_I + C00080_I	Unknown	Ubiquinone and other terpenoid-quinone biosynthesis	0.0
RC01310_I	r	RC01310_I	R01310	3.1.4.4	[c] : h2o_I + pchol_I --> chol_I + h_I + pa_pl_I	C00001_I + C00157_I --> C00114_I + C00080_I + C00416_I	pld-1_I | (F09G2.8_I | T05C3.6_I | Y51A2D.13_I)	Glycerophospholipid metabolism	-0.0
RC01315_I	r	RC01315_I	R01315	3.1.1.4	[c] : h2o_I + pchol_I --> Rtotal2_I + h_I + lpchol_I	C00001_I + C00157_I --> CC0001_I + C00080_I + C04230_I	ipla-1_I | ipla-2_I | ipla-3_I | ipla-4_I | ipla-5_I | ipla-6_I | ipla-7_I | C07E3.9_I | Y69A2AL.2_I	Glycerophospholipid metabolism	-0.0
RC01318_I	r	RC01318_I	R01318	2.3.1.23	Rtotal2coa_I + lpchol_I <==> coa_I + pchol_I	CC0002_I + C04230_I <==> C00010_I + C00157_I	mboa-6_I	Glycerophospholipid metabolism	0.0
RC01321_I	r	RC01321_I	R01321	2.7.8.2	[c] : cdpchol_I + dag_pl_I <==> cmp_I + h_I + pchol_I	C00307_I + C00641_I <==> C00055_I + C00080_I + C00157_I	cept-2_I	Glycerophospholipid metabolism	0.00955645681302
RC01326_I	r	RC01326_I	R01326	2.7.1.1	[c] : atp_I + man_I --> adp_I + h_I + man6p_I	C00002_I + C00159_I --> C00008_I + C00080_I + C00275_I	hxk-1_I | hxk-2_I | hxk-3_I	Fructose and mannose metabolism	-0.0
RC01334_I	r	RC01334_I	R01334	3.1.3.18	[c] : 2pglyc_I + h2o_I --> glyclt_I + pi_I	C00988_I + C00001_I --> C00160_I + C00009_I	 C53A3.2_I | F44E7.2_I | K09H11.7_I	Glyoxylate and dicarboxylate metabolism	-0.0
RC01351_I	r	RC01351_I	R01352	3.1.1.23	[c] : h2o_I + mag_I <==> Rtotal4_I + glyc_I + h_I	C00001_I + C01885_I <==> CC0083_I + C00116_I + C00080_I	abhd-12_I	Glycerolipid metabolism	0.0
RC01357_I	r	RC01357_I	R01357	6.2.1.16	[c] : acac_I + atp_I + coa_I --> aacoa_I + amp_I + ppi_I	C00164_I + C00002_I + C00010_I --> C00332_I + C00020_I + C00013_I	sur-5_I	Butanoate metabolism	-0.0
RC01364_I	r	RC01364_I	R01364	3.7.1.2	[c] : 4fumacac_I + h2o_I --> acac_I + fum_I + h_I	C01061_I + C00001_I --> C00164_I + C00122_I + C00080_I	fah-1_I	Tyrosine metabolism	0.0
RC01372_I	r	RC01372_I	R01372	1.13.11.27	[c] : o2_I + phpyr_I --> 2hyoxplac_I + co2_I	C00007_I + C00166_I --> C05852_I + C00011_I	C31H2.4_I | hpd-1_I	Phenylalanine metabolism	-0.0
RC01375_I	r	RC01375_I	R01375	2.6.1.64	gln-L_I + phpyr_I <==> akgm_I + phe-L_I	C00064_I + C00166_I <==> C00940_I + C00079_I	nkat-1_I	Phenylalanine metabolism (indirect)	0.0
RC01378_I	r	RC01378_I	R01378	5.3.2.1	phpyr_I <==> enphpyr_I	C00166_I <==> C02763_I	mif-1_I	Phenylalanine metabolism	0.0
RC01384_I	r	RC01384_I	R01384	4.1.1.35	[g] : h_I + udpglcur_I --> co2_I + udpxyl_I	C00080_I + C00167_I --> C00011_I + C00190_I	sqv-1_I	Starch and sucrose metabolism	-0.0
RC01393_I	r	RC01393_I	R01393	4.1.1.40	[c] : h_I + hpyr_I --> co2_I + gcald_I	C00080_I + C00168_I --> C00011_I + C00266_I	Unknown	Glyoxylate and dicarboxylate metabolism	-0.0
RC01397_I	r	RC01397_I	R01397	2.1.3.2	[c] : asp-L_I + cbp_I --> cbasp_I + h_I + pi_I	C00049_I + C00169_I --> C00438_I + C00080_I + C00009_I	pyr-1_I	Pyrimidine metabolism	0.0
RC01402_I	r	RC01402_I	R01402	2.4.2.28	[c] : 5mta_I + pi_I <==> 5mdr1p_I + ade_I	C00170_I + C00009_I <==> C04188_I + C00147_I	B0228.7_I	Cysteine and methionine metabolism	0.0
RC01410_I	r	RC01410_I	R01410	Unknown	cyan_I + acald_I + nh4_I <==> aprop_I + h2o_I	C01326_I + C00084_I + C00014_I <==> C05714_I + C00001_I	Unknown	Cyanoamino acid metabolism	-0.0277680051066
RC01415_I	r	RC01415_I	R01415	1.3.1.2	[c] : 56dthm_I + nadp_I <==> h_I + nadph_I + thym_I	C00906_I + C00006_I <==> C00080_I + C00005_I + C00178_I	dpyd-1_I	Pyrimidine metabolism	0.0
RC01431_I	r	RC01431_I	R01431	1.1.1.21	[c] : h_I + nadph_I + xyl-D_I <==> nadp_I + xylt_I	C00080_I + C00005_I + C00181_I <==> C00006_I + C00379_I	Y39G8B.1_I	Pentose and glucuronate interconversions	0.0
RC01463_I	r	RC01463_I	R01463	1.14.13.17	[r] : chsterol_I + h_I + nadph_I + o2_I --> h2o_I + nadp_I + xol7a_I	C00187_I + C00080_I + C00005_I + C00007_I --> C00001_I + C00006_I + C03594_I	TBD	Primary bile acid biosynthesis	-0.0
RC01468_I	r	RC01468_I	R01468	2.7.1.82	[c] : atp_I + etha_I --> adp_I + ethamp_I + h_I	C00002_I + C00189_I --> C00008_I + C00346_I + C00080_I	ckc-1_I | (cka-1_I | cka-2_I | ckb-1_I | ckb-2_I | ckb-3_I)	Glycerophospholipid metabolism	-0.0
RC01470_I	r	RC01470_I	R01470	3.1.4.46	[c] : g3pe_I + h2o_I --> etha_I + glyc3p_I + h_I	C01233_I + C00001_I --> C00189_I + C00093_I + C00080_I	T12B3.3_I | T22G5.1_I | ZC155.4_I	Glycerophospholipid metabolism	0.104463701421
RC01481_I	r	RC01481_I	R01481	1.1.1.19	[r] : glcur_I + h_I + nadph_I <==> guln_I + nadp_I	C00191_I + C00080_I + C00005_I <==> C00800_I + C00006_I	Unknown	Pentose and glucuronate interconversions	0.0
RC01483_I	r	RC01483_I	R01483	3.1.1.19	[r] : glcur_I + h_I <==> glac_I + h2o_I	C00191_I + C00080_I <==> C02670_I + C00001_I	Unknown	Ascorbate and aldarate metabolism	0.0
RC01494_I	r	RC01494_I	R01494	3.5.1.23	[l] : crm_ce_I + h2o_I --> Rtotal_I + sphings_ce_I	CC0205_I + C00001_I --> C00162_I + CC0211_I	W02F12.2_I | (asah-2_I | asah-1_I)	Sphingolipid metabolism	-0.0
RC01495_I	r	RC01495_I	R01495	2.7.1.138	[c] : atp_I + crm_ce_I --> adp_I + crmp_ce_I + h_I	C00002_I + CC0205_I --> C00008_I + CC0202_I + C00080_I	cerk-1_I	Sphingolipid metabolism	-0.0
RC01496_I	r	RC01496_I	R01496	2.3.1.24	Rtotalcoa_I + sphings_ce_I <==> coa_I + crm_ce_I + h_I	C00040_I + CC0211_I <==> C00010_I + CC0205_I + C00080_I	hyl-1_I | hyl-2_I | lagr-1_I	Sphingolipid metabolism	-0.00564172396491
RC01497_I	r	RC01497_I	R01497	2.4.1.80	[r] : crm_ce_I + udpg_I --> gluside_ce_I + h_I + udp_I	CC0205_I + C00029_I --> CC0213_I + C00080_I + C00015_I	cgt-1_I | cgt-2_I | cgt-3_I	Sphingolipid metabolism	-0.0
RC01498_I	r	RC01498_I	R01498	3.2.1.45	[c] : gluside_ce_I + h2o_I --> crm_ce_I + glc-D_I	CC0213_I + C00001_I --> CC0205_I + C00031_I	(R08F11.1_I | hpo-13_I) | (gba-1_I | gba-2_I | gba-3_I | gba-4_I)	Sphingolipid metabolism	-0.0
RC01500_I	r	RC01500_I	R01500	2.7.1.47	udpgal_I + crm_ce_I <==> udp_I + galside_ce_I + h_I	C00052_I + CC0205_I <==> C00015_I + CC0212_I + C00080_I	TBD	Sphingolipid metabolism	0.0
RC01512_I	r	RC01512_I	R01512	2.7.2.3	[c] : atp_I + 3pg_I <==> adp_I + 13dpg_I	C00002_I + C00197_I <==> C00008_I + C00236_I	pgk-1_I	Glycolysis / Gluconeogenesis	-0.750657364581
RC01513_I	r	RC01513_I	R01513	1.1.1.95	[c] : 3pg_I + nad_I <==> 3php_I + h_I + nadh_I	C00197_I + C00003_I <==> C03232_I + C00080_I + C00004_I	C31C9.2_I	Glycine, serine and threonine metabolism	0.0
RC01514_I	r	RC01514_I	R01514	2.7.1.31	[c] : atp_I + glyc-R_I --> 3pg_I + adp_I + h_I	C00002_I + C00258_I --> C00197_I + C00008_I + C00080_I	C13B9.2_I	Glycine, serine and threonine metabolism	-0.0
