	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY
RC02543	r	RC02543	R02543	2.3.1.24	[c] : Rtotalcoa + spc_ce <==> coa + sphmyln_ce + h	C00040 + CC0203 <==> C00010 + CC0201 + C00080	hyl-1 | hyl-2 | lagr-1	Sphingolipid metabolism
RC01495	r	RC01495	R01495	2.7.1.138	[c] : atp + crm_ce --> adp + crmp_ce + h	C00002 + CC0205 --> C00008 + CC0202 + C00080	cerk-1	Sphingolipid metabolism
RC06522	r	RC06522	R06522	3.1.3.4	crmp_ce + h2o --> crm_ce + pi	CC0202 + C00001 --> CC0205 + C00009	F13E6.5 | F53C3.13 | T28D9.3	Sphingolipid metabolism
RC01497	r	RC01497	R01497	2.4.1.80	[r] : crm_ce + udpg --> gluside_ce + h + udp	CC0205 + C00029 --> CC0213 + C00080 + C00015	cgt-1 | cgt-2 | cgt-3	Sphingolipid metabolism
RC01498	r	RC01498	R01498	3.2.1.45	[c] : gluside_ce + h2o --> crm_ce + glc-D	CC0213 + C00001 --> CC0205 + C00031	(R08F11.1 | hpo-13) | (gba-1 | gba-2 | gba-3 | gba-4)	Sphingolipid metabolism
RC02464	r	RC02464	R02464	4.1.2.27	[c] : sph1p_ce --> ethamp + m15hxdcal	CC0208 --> C00346 + CC0209	spl-1 | tag-38	Sphingolipid metabolism
RC01704	r	RC01704	R01704	1.2.1.48	m15hxdcal + nad + h2o <==> fa17p0iso + nadh + (2) h	CC0209 + C00003 + C00001 <==> CC0071 + C00004 + (2) C00080	alh-4	Fatty acid metabolism
RC01926	r	RC01926	R01926	2.7.1.91	[c] : atp + sphings_ce --> adp + h + sphs1p_ce	C00002 + CC0211 --> C00008 + C00080 + CC0210	sphk-1	Sphingolipid metabolism
RC02976	r	RC02976	R02976	2.7.1.91	[c] : atp + sphgn_ce --> adp + h + sph1p_ce	C00002 + CC0207 --> C00008 + C00080 + CC0208	sphk-1	Sphingolipid metabolism
RC02978	r	RC02978	R02978	1.1.1.102	[c] : 3dsphgn_ce + h + nadph --> nadp + sphgn_ce	CC0206 + C00080 + C00005 --> C00006 + CC0207	TBD	Sphingolipid metabolism
RC06520	r	RC06520	R06520	3.1.3.4	[c] : h2o + sph1p_ce --> pi + sphgn_ce	C00001 + CC0208 --> C00009 + CC0207	F13E6.5 | F53C3.13 | T28D9.3	Sphingolipid metabolism
RC06521	r	RC06521	R06521	3.1.3.4	[r] : h2o + sphs1p_ce --> pi + sphings_ce	C00001 + CC0210 --> C00009 + CC0211	F13E6.5 | F53C3.13 | T28D9.3	Sphingolipid metabolism
RC03617	r	RC03617	R03617	3.2.1.46	[l] : galside_ce + h2o --> crm_ce + gal	CC0212 + C00001 --> CC0205 + C00124	C29E4.10	Sphingolipid metabolism
RC01500	r	RC01500	R01500	2.7.1.47	udpgal + crm_ce <==> udp + galside_ce + h	C00052 + CC0205 <==> C00015 + CC0212 + C00080	TBD	Sphingolipid metabolism
RC07758	r	RC07758	R07758	2.3.1.199	[r] : malcoa + pmtcoa + h --> 3oodcoa + coa + co2	C00083 + C00154 + C00080 --> C16216 + C00010 + C00011	elo-1	Fatty acid elongation
RC07759	r	RC07759	R07759	1.1.1.330	3oodcoa + nadph + h <==> 3hodcoa + nadp	C16216 + C00005 + C00080 <==> C16217 + C00006	let-767	Fatty acid elongation
RC07760	r	RC07760	R07760	4.2.1.134	[c] : 3hodcoa <==> h2o + od2coa	C16217 <==> C00001 + C16218	hpo-8	Fatty acid elongation
RC07761	r	RC07761	R07761	1.3.1.93	od2coa + nadph + h --> stcoa + nadp	C16218 + C00005 + C00080 --> C00412 + C00006	art-1	Fatty acid elongation
RC02222	r	RC02222	R02222	1.14.19.1	[c] : stcoa + (2) focytb + o2 --> odecoa + (2) ficytb + (2) h2o	C00412 + (2) C00999 + C00007 --> C00510 + (2) C00996 + (2) C00001	fat-7 | fat-6	Biosynthesis of unsaturated fatty acids
RCC0061	r	RCC0061	RCC0061	1.14.19.6	odecoa + (2) focytb + o2 --> lnlccoa + (2) ficytb + (2) h2o	C00510 + (2) C00999 + C00007 --> C02050 + (2) C00996 + (2) C00001	fat-2	Biosynthesis of unsaturated fatty acids
RCC0062	r	RCC0062	RCC0062	1.14.19.-	lnlccoa + (2) focytb + o2 --> lnlncacoa + (2) ficytb + (2) h2o	C02050 + (2) C00999 + C00007 --> C16162 + (2) C00996 + (2) C00001	fat-1	Biosynthesis of unsaturated fatty acids
RC07933	r	RC07933	R07933	1.14.19.3	lnlncacoa + (2) focytb + o2 --> strdnccoa + (2) ficytb + (2) h2o	C16162 + (2) C00999 + C00007 --> C16163 + (2) C00996 + (2) C00001	fat-3	Biosynthesis of unsaturated fatty acids
RC03814	r	RC03814	R03814	1.14.19.3	lnlccoa + (2) focytb + o2 --> lnlncgcoa + (2) ficytb + (2) h2o	C02050 + (2) C00999 + C00007 --> C03035 + (2) C00996 + (2) C00001	fat-3	Biosynthesis of unsaturated fatty acids
RCC0063	r	RCC0063	R10825;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	strdnccoa + malcoa + (2) nadph + (3) h --> eicostetcoa + coa + (2) nadp + h2o + co2	C16163 + C00083 + (2) C00005 + (3) C00080 --> C16164 + C00010 + (2) C00006 + C00001 + C00011	(elo-1 | elo-2) & let-767 & hpo-8 & art-1	Biosynthesis of unsaturated fatty acids
RCC0064	r	RCC0064	R09419;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	lnlncgcoa + malcoa + (2) nadph + (3) h --> dlnlcgcoa + coa + (2) nadp + h2o + co2	C03035 + C00083 + (2) C00005 + (3) C00080 --> C03595 + C00010 + (2) C00006 + C00001 + C00011	(elo-1 | elo-2) & let-767 & hpo-8 & art-1	Biosynthesis of unsaturated fatty acids
RCC0065	r	RCC0065	RCC0065	1.14.19.-	dlnlcgcoa + (2) focytb + o2 --> arachdcoa + (2) ficytb + (2) h2o	C03595 + (2) C00999 + C00007 --> C02249 + (2) C00996 + (2) C00001	fat-4	Biosynthesis of unsaturated fatty acids
RCC0066	r	RCC0066	RCC0066	1.14.19.-	dlnlcgcoa + (2) focytb + o2 --> eicostetcoa + (2) ficytb + (2) h2o	C03595 + (2) C00999 + C00007 --> C16164 + (2) C00996 + (2) C00001	fat-1	Biosynthesis of unsaturated fatty acids
RCC0067	r	RCC0067	RCC0067	1.14.19.-	eicostetcoa + (2) focytb + o2 --> tmndnccoa + (2) ficytb + (2) h2o	C16164 + (2) C00999 + C00007 --> C16165 + (2) C00996 + (2) C00001	fat-1	Biosynthesis of unsaturated fatty acids
RCC0068	r	RCC0068	RCC0068	1.14.19.-	arachdcoa + (2) focytb + o2 --> tmndnccoa + (2) ficytb + (2) h2o	C02249 + (2) C00999 + C00007 --> C16165 + (2) C00996 + (2) C00001	fat-4	Biosynthesis of unsaturated fatty acids
RCC0069	r	RCC0069	RCC0069	1.14.19.1	[c] : pmtcoa + (2) focytb + o2 --> fa16p1n7coa + (2) ficytb + (2) h2o	C00154 + (2) C00999 + C00007 --> CC0067 + (2) C00996 + (2) C00001	fat-5	Biosynthesis of unsaturated fatty acids
RCC0070	r	RCC0070	R09419;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	fa16p1n7coa + malcoa + (2) nadph + (3) h --> vacccoa + coa + (2) nadp + h2o + co2	CC0067 + C00083 + (2) C00005 + (3) C00080 --> CC0068 + C00010 + (2) C00006 + C00001 + C00011	(elo-1 | elo-2 | elo-3 | elo-4 | elo-5 | elo-6 | elo-7 | elo-9) & let-767 & hpo-8 & art-1	Biosynthesis of unsaturated fatty acids
RCC0071	r	RCC0071	RCC0071	2.3.1.85	[c] : (11) h + ivcoa + (4) malcoa + (8) nadph --> (4) co2 + (5) coa + fa13p0iso + (3) h2o + (8) nadp	(11) C00080 + C02939 + (4) C00083 + (8) C00005 --> (4) C00011 + (5) C00010 + CC0069 + (3) C00001 + (8) C00006	fasn-1	Monomethyl branched chain fatty acid synthesis
RCC0072	r	RCC0072	R09419;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	fa13p0iso + malcoa + (2) nadph + (3) h --> fa15p0iso + coa + (2) nadp + h2o + co2	CC0069 + C00083 + (2) C00005 + (3) C00080 --> CC0070 + C00010 + (2) C00006 + C00001 + C00011	elo-5 & let-767 & hpo-8 & art-1	Monomethyl branched chain fatty acid synthesis
RCC0073	r	RCC0073	R09419;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	fa15p0iso + malcoa + (2) nadph + (3) h --> fa17p0iso + coa + (2) nadp + h2o + co2	CC0070 + C00083 + (2) C00005 + (3) C00080 --> CC0071 + C00010 + (2) C00006 + C00001 + C00011	(elo-5 | elo-6) & let-767 & hpo-8 & art-1	Monomethyl branched chain fatty acid synthesis
RM01608	r	RM01608	R01608	1.1.1.59	[m] : 3hpp + nad <==> h + msa + nadh	M01013 + M00003 <==> M00080 + M00222 + M00004	hphd-1	Propanoate metabolism
RC01682	r	RC01682	R01682	4.1.1.15	[c] : Lcyst + h --> co2 + taur	C00506 + C00080 --> C00011 + C00245	unc-25	Taurine and hypotaurine metabolism
RC02466	r	RC02466	R02466	4.1.1.15	[c] : 3sala + h --> co2 + hyptaur	C00606 + C00080 --> C00011 + C00519	unc-25	Taurine and hypotaurine metabolism
RCC0074	r	RCC0074	RCC0074	spontaneous	3sala + h2o2 + h --> Lcyst + h2o	C00606 + C00027 + C00080 --> C00506 + C00001	NA	Taurine and hypotaurine metabolism
RC00494	r	RC00494	R00494	3.4.19.13	[p] : gthrd + h2o <==> cgly + glu-L	C00051 + C00001 <==> C01419 + C00025	C53D5.5 | H14N18.4 | T03D8.6 | T19H12.6 | Y7A9A.1 | Y97E10AR.2	Glutathione metabolism
RC01262	r	RC01262	R01262	2.3.2.2	[c] : ala-L + gthrd --> cgly + gluala	C00041 + C00051 --> C01419 + C03740	C53D5.5 | H14N18.4 | T03D8.6 | T19H12.6 | Y7A9A.1 | Y97E10AR.2	Glutathione metabolism
RC03749	r	RC03749	R03749	2.3.2.4	[c] : gluala --> 5oxpro + ala-L	C03740 --> C01879 + C00041	C44B7.7	Glutathione metabolism
RC00251	r	RC00251	R00251	3.5.2.9	[c] : 5oxpro + atp + (2) h2o --> adp + glu-L + h + pi	C01879 + C00002 + (2) C00001 --> C00008 + C00025 + C00080 + C00009	Y38F2AR.12	Glutathione metabolism
RC00894	r	RC00894	R00894	6.3.2.2	[c] : atp + cys-L + glu-L --> adp + glucys + h + pi	C00002 + C00097 + C00025 --> C00008 + C00669 + C00080 + C00009	gcs-1 | E01A2.1	Glutathione metabolism
RC00497	r	RC00497	R00497	6.3.2.3	[c] : atp + glucys + gly --> adp + gthrd + h + pi	C00002 + C00669 + C00037 --> C00008 + C00051 + C00080 + C00009	gss-1	Glutathione metabolism
RC00899	r	RC00899	R00899	3.4.11.1;3.4.11.2	[c] : cgly + h2o --> cys-L + gly	C01419 + C00001 --> C00097 + C00037	(lap-1 | lap-2) | T07F10.1	Glutathione metabolism
RC00115	r	RC00115	R00115	1.8.1.7	[c] : gthox + h + nadph --> (2) gthrd + nadp	C00127 + C00080 + C00005 --> (2) C00051 + C00006	gsr-1	Glutathione metabolism
RC00274	r	RC00274	R00274	1.11.1.9	[c] : (2) gthrd + h2o2 <==> gthox + (2) h2o	(2) C00051 + C00027 <==> C00127 + (2) C00001	gpx-1 | gpx-2 | gpx-3 | gpx-4 | gpx-5 | gpx-7 | gpx-8	Glutathione metabolism
RC02743	r	RC02743	R02743	2.3.2.4	[c] : glucys --> 5oxpro + cys-L	C00669 --> C01879 + C00097	C44B7.7	Glutathione metabolism
RC01687	r	RC01687	R01687	2.3.2.2	[c] : taur + gthrd <==> cgly + glutaur	C00245 + C00051 <==> C01419 + C05844	C53D5.5 | H14N18.4 | T03D8.6 | T19H12.6 | Y7A9A.1 | Y97E10AR.2	Taurine and hypotaurine metabolism
RM00115	r	RM00115	R00115	1.8.1.7	[m] : gthox + h + nadph --> (2) gthrd + nadp	M00127 + M00080 + M00005 --> (2) M00051 + M00006	trxr-2	Glutathione metabolism
RC03596	r	RC03596	R03596	1.8.1.9	seln + (3) nadp + (3) h2o <==> selnt + (3) nadph + (4) h	C01528 + (3) C00006 + (3) C00001 <==> C05684 + (3) C00005 + (4) C00080	trxr-1	Selenocompound metabolism
RC03599	r	RC03599	R03599	4.4.1.16	[c] : pdx5p + selcys <==> ala-L + h + pydx5p + seln	C00627 + C05688 <==> C00041 + C00080 + C00018 + C01528	F13H8.9	Selenocompound metabolism
RC03595	r	RC03595	R03595	2.7.9.3	[c] : atp + h2o + seln --> amp + pi + selnp	C00002 + C00001 + C01528 --> C00020 + C00009 + C05172	seld-1	Selenocompound metabolism
RC08224	r	RC08224	R08224	2.9.1.2	[c] : selnp + serptrna <==> h + ppi + sectrna	C05172 + C16638 <==> C00080 + C00013 + C06482	secs-1	Selenocompound metabolism
RC08223	r	RC08223	R08223	2.7.1.164	sertrna_sec + atp <==> serptrna + adp	C06481 + C00002 <==> C16638 + C00008	pstk-1	Selenocompound metabolism
RC02918	r	RC02918	R02918	6.1.1.1	[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	C00002 + C00787 + C00082 --> C00020 + C00013 + C02839	yars-2	Aminoacyl-tRNA biosynthesis
RM02918	r	RM02918	R02918	6.1.1.1	[m] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	M00002 + M00787 + M00082 --> M00020 + M00013 + M02839	yars-2	Aminoacyl-tRNA biosynthesis
RC03659	r	RC03659	R03659	6.1.1.10	[c] : atp + met-L + trnamet --> amp + mettrna + ppi	C00002 + C00073 + C01647 --> C00020 + C02430 + C00013	mars-1 | Y105E8A.20	Aminoacyl-tRNA biosynthesis
RM03659	r	RM03659	R03659	6.1.1.10	[m] : atp + met-L + trnamet --> amp + mettrna + ppi	M00002 + M00073 + M01647 --> M00020 + M02430 + M00013	Y105E8A.20	Aminoacyl-tRNA biosynthesis
RC03662	r	RC03662	R03662	6.1.1.11	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna	C00002 + C00065 + C01650 --> C00020 + C00013 + C02553	sars-1	Aminoacyl-tRNA biosynthesis
RM03662	r	RM03662	R03662	6.1.1.11	[m] : atp + ser-L + trnaser --> amp + ppi + sertrna	M00002 + M00065 + M01650 --> M00020 + M00013 + M02553	sars-2	Aminoacyl-tRNA biosynthesis
RC08218	r	RC08218	R08218	6.1.1.11	[c] : atp + ser-L + trnasec --> amp + ppi + sertrna_sec	C00002 + C00065 + C16636 --> C00020 + C00013 + C06481	sars-1	Aminoacyl-tRNA biosynthesis
RC05577	r	RC05577	R05577	6.1.1.12	[c] : asp-L + atp + trnaasp --> amp + asptrna + ppi	C00049 + C00002 + C01638 --> C00020 + C02984 + C00013	dars-1	Aminoacyl-tRNA biosynthesis
RM05577	r	RM05577	R05577	6.1.1.12	[m] : asp-L + atp + trnaasp --> amp + asptrna + ppi	M00049 + M00002 + M01638 --> M00020 + M02984 + M00013	dars-2	Aminoacyl-tRNA biosynthesis
RC03654	r	RC03654	R03654	6.1.1.14	[c] : atp + gly + trnagly --> amp + glytrna + ppi	C00002 + C00037 + C01642 --> C00020 + C02412 + C00013	gars-1	Aminoacyl-tRNA biosynthesis
RM03654	r	RM03654	R03654	6.1.1.14	[m] : atp + gly + trnagly --> amp + glytrna + ppi	M00002 + M00037 + M01642 --> M00020 + M02412 + M00013	gars-1	Aminoacyl-tRNA biosynthesis
RC03661	r	RC03661	R03661	6.1.1.15	[c] : atp + pro-L + trnapro --> amp + ppi + protrna	C00002 + C00148 + C01649 --> C00020 + C00013 + C02702	pars-1	Aminoacyl-tRNA biosynthesis
RM03661	r	RM03661	R03661	6.1.1.15	[m] : atp + pro-L + trnapro --> amp + ppi + protrna	M00002 + M00148 + M01649 --> M00020 + M00013 + M02702	pars-2	Aminoacyl-tRNA biosynthesis
RC03650	r	RC03650	R03650	6.1.1.16	[c] : atp + cys-L + trnacys --> amp + cystrna + ppi	C00002 + C00097 + C01639 --> C00020 + C03125 + C00013	cars-1	Aminoacyl-tRNA biosynthesis
RM03650	r	RM03650	R03650	6.1.1.16	[m] : atp + cys-L + trnacys --> amp + cystrna + ppi	M00002 + M00097 + M01639 --> M00020 + M03125 + M00013	cars-1	Aminoacyl-tRNA biosynthesis
RC05578	r	RC05578	R05578	6.1.1.17	[c] : atp + glu-L + trnaglu --> amp + glutrna + ppi	C00002 + C00025 + C01641 --> C00020 + C02987 + C00013	ears-1	Aminoacyl-tRNA biosynthesis
RM05578	r	RM05578	R05578	6.1.1.17	[m] : atp + glu-L + trnaglu --> amp + glutrna + ppi	M00002 + M00025 + M01641 --> M00020 + M02987 + M00013	ears-2	Aminoacyl-tRNA biosynthesis
RC03652	r	RC03652	R03652	6.1.1.18	[c] : atp + gln-L + trnagln --> amp + glntrna + ppi	C00002 + C00064 + C01640 --> C00020 + C02282 + C00013	qars-1	Aminoacyl-tRNA biosynthesis
RM03651	r	RM03651	R03651	6.1.1.24	[m] : atp + glu-L + trnagln --> amp + glutrna_gln + ppi	M00002 + M00025 + M01640 --> M00020 + M06112 + M00013	Unknown	Aminoacyl-tRNA biosynthesis
RM03905	r	RM03905	R03905	6.3.5.7	[m] : atp + gln-L + glutrna_gln + h2o <==> adp + glntrna + glu-L + h + pi	M00002 + M00064 + M06112 + M00001 <==> M00008 + M02282 + M00025 + M00080 + M00009	C39B5.6 & Y66D12A.7 & Y41D4A.6	Aminoacyl-tRNA biosynthesis
RC03648	r	RC03648	R03648	6.1.1.22	[c] : asn-L + atp + trnaasn --> amp + asntrna + ppi	C00152 + C00002 + C01637 --> C00020 + C03402 + C00013	nars-1	Aminoacyl-tRNA biosynthesis
RM03648	r	RM03648	R03648	6.1.1.22	[m] : asn-L + atp + trnaasn --> amp + asntrna + ppi	M00152 + M00002 + M01637 --> M00020 + M03402 + M00013	nars-2	Aminoacyl-tRNA biosynthesis
RC03646	r	RC03646	R03646	6.1.1.19	[c] : arg-L + atp + trnaarg --> amp + argtrna + ppi	C00062 + C00002 + C01636 --> C00020 + C02163 + C00013	rars-1	Aminoacyl-tRNA biosynthesis
RM03646	r	RM03646	R03646	6.1.1.19	[m] : arg-L + atp + trnaarg --> amp + argtrna + ppi	M00062 + M00002 + M01636 --> M00020 + M02163 + M00013	rars-2	Aminoacyl-tRNA biosynthesis
RC03664	r	RC03664	R03664	6.1.1.2	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	C00002 + C01652 + C00078 --> C00020 + C00013 + C03512	wars-1	Aminoacyl-tRNA biosynthesis
RM03664	r	RM03664	R03664	6.1.1.2	[m] : atp + trnatrp + trp-L --> amp + ppi + trptrna	M00002 + M01652 + M00078 --> M00020 + M00013 + M03512	prx-10	Aminoacyl-tRNA biosynthesis
RC03660	r	RC03660	R03660	6.1.1.20	[c] : atp + phe-L + trnaphe --> amp + phetrna + ppi	C00002 + C00079 + C01648 --> C00020 + C03511 + C00013	fars-1 & fars-3	Aminoacyl-tRNA biosynthesis
RM03660	r	RM03660	R03660	6.1.1.20	[m] : atp + phe-L + trnaphe --> amp + phetrna + ppi	M00002 + M00079 + M01648 --> M00020 + M03511 + M00013	fars-2	Aminoacyl-tRNA biosynthesis
RC03655	r	RC03655	R03655	6.1.1.21	[c] : atp + his-L + trnahis --> amp + histrna + ppi	C00002 + C00135 + C01643 --> C00020 + C02988 + C00013	hars-1	Aminoacyl-tRNA biosynthesis
RM03655	r	RM03655	R03655	6.1.1.21	[m] : atp + his-L + trnahis --> amp + histrna + ppi	M00002 + M00135 + M01643 --> M00020 + M02988 + M00013	hars-1	Aminoacyl-tRNA biosynthesis
RC03663	r	RC03663	R03663	6.1.1.3	[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna	C00002 + C00188 + C01651 --> C00020 + C00013 + C02992	tars-1	Aminoacyl-tRNA biosynthesis
RM03663	r	RM03663	R03663	6.1.1.3	[m] : atp + thr-L + trnathr --> amp + ppi + thrtrna	M00002 + M00188 + M01651 --> M00020 + M00013 + M02992	tars-1	Aminoacyl-tRNA biosynthesis
RC03657	r	RC03657	R03657	6.1.1.4	[c] : atp + leu-L + trnaleu --> amp + leutrna + ppi	C00002 + C00123 + C01645 --> C00020 + C02047 + C00013	lars-1	Aminoacyl-tRNA biosynthesis
RM03657	r	RM03657	R03657	6.1.1.4	[m] : atp + leu-L + trnaleu --> amp + leutrna + ppi	M00002 + M00123 + M01645 --> M00020 + M02047 + M00013	lars-2	Aminoacyl-tRNA biosynthesis
RC03656	r	RC03656	R03656	6.1.1.5	[c] : atp + ile-L + trnaile --> amp + iletrna + ppi	C00002 + C00407 + C01644 --> C00020 + C03127 + C00013	iars-1	Aminoacyl-tRNA biosynthesis
RM03656	r	RM03656	R03656	6.1.1.5	[m] : atp + ile-L + trnaile --> amp + iletrna + ppi	M00002 + M00407 + M01644 --> M00020 + M03127 + M00013	iars-2	Aminoacyl-tRNA biosynthesis
RC03658	r	RC03658	R03658	6.1.1.6	[c] : atp + lys-L + trnalys --> amp + lystrna + ppi	C00002 + C00047 + C01646 --> C00020 + C01931 + C00013	kars-1	Aminoacyl-tRNA biosynthesis
RM03658	r	RM03658	R03658	6.1.1.6	[m] : atp + lys-L + trnalys --> amp + lystrna + ppi	M00002 + M00047 + M01646 --> M00020 + M01931 + M00013	kars-1	Aminoacyl-tRNA biosynthesis
RC03038	r	RC03038	R03038	6.1.1.7	[c] : ala-L + atp + trnaala --> alatrna + amp + ppi	C00041 + C00002 + C01635 --> C00886 + C00020 + C00013	aars-2	Aminoacyl-tRNA biosynthesis
RM03038	r	RM03038	R03038	6.1.1.7	[m] : ala-L + atp + trnaala --> alatrna + amp + ppi	M00041 + M00002 + M01635 --> M00886 + M00020 + M00013	aars-1	Aminoacyl-tRNA biosynthesis
RC03665	r	RC03665	R03665	6.1.1.9	[c] : atp + trnaval + val-L --> amp + ppi + valtrna	C00002 + C01653 + C00183 --> C00020 + C00013 + C02554	glp-4	Aminoacyl-tRNA biosynthesis
RM03665	r	RM03665	R03665	6.1.1.9	[m] : atp + trnaval + val-L --> amp + ppi + valtrna	M00002 + M01653 + M00183 --> M00020 + M00013 + M02554	vars-1	Aminoacyl-tRNA biosynthesis
RC02493	r	RC02493	R02493	2.7.1.35	[c] : atp + pydam --> adp + h + pyam5p	C00002 + C00534 --> C00008 + C00080 + C00647	pdxk-1	Vitamin B6 metabolism
RC00277	r	RC00277	R00277	1.4.3.5	[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p	C00001 + C00007 + C00647 --> C00027 + C00014 + C00018	F57B9.1	Vitamin B6 metabolism
RC00174	r	RC00174	R00174	2.7.1.35	[c] : atp + pydx --> adp + h + pydx5p	C00002 + C00250 --> C00008 + C00080 + C00018	pdxk-1	Vitamin B6 metabolism
RC01909	r	RC01909	R01909	2.7.1.35	[c] : atp + pydxn --> adp + h + pdx5p	C00002 + C00314 --> C00008 + C00080 + C00627	pdxk-1	Vitamin B6 metabolism
RC00278	r	RC00278	R00278	1.4.3.5	[c] : o2 + pdx5p --> h2o2 + pydx5p	C00007 + C00627 --> C00027 + C00018	F57B9.1	Vitamin B6 metabolism
RC00078	r	RC00078	R00078	1.16.3.1	[p] : (4) fe2 + (4) h + o2 --> (4) fe3 + (2) h2o	(4) C14818 + (4) C00080 + C00007 --> (4) C14819 + (2) C00001	ftn-1 | ftn-2	Porphyrin and chlorophyll metabolism
RM01492	r	RM01492	R01492	2.5.1.17	[m] : atp + cbl1 + h <==> adocbl + pppi	M00002 + M00853 + M00080 <==> M00194 + M00536	mmab-1  | Y76A2B.5	Vitamin B12 metabolism
RM02480	r	RM02480	R02480	4.4.1.17	[m]: apocytc + pheme <==> focytC	M02248 + M00032 <==> M00126	cchl-1 & (cyc-2.1 | cyc-2.2)	Iron metabolism
RCC0076	r	RCC0076	RCC0076	NA	[c]: apohemeprotein + pheme <==> hemeprotein	CC0075 + C00032 <==> CC0074	NA	Iron metabolism
RM07411	r	RM07411	R07411	2.5.1.-	pheme[m] + h2o[m] + frdp[c] --> hemeo[m] + ppi[m]	M00032 + M00001 + C00448 --> M15672 + M00013	cox-10	Iron metabolism
RM07412	r	RM07412	R07412	NA	[m] : hemeo + o2 <==> hemea + h2o	M15672 + M00007 <==> M15670 + M00001	cox-15	Iron metabolism
RC01410	r	RC01410	R01410	Unknown	cyan + acald + nh4 <==> aprop + h2o	C01326 + C00084 + C00014 <==> C05714 + C00001	Unknown	Cyanoamino acid metabolism
RC03542	r	RC03542	R03542	3.5.5.1	[c] : aprop + (2) h2o <==> ala-L + nh4	C05714 + (2) C00001 <==> C00041 + C00014	nit-1	Cyanoamino acid metabolism
RC03970	r	RC03970	R03970	2.3.2.2	cyanala + glu-L + h <==> gcynala + h2o	C02512 + C00025 + C00080 <==> C05711 + C00001	C53D5.5 | H14N18.4 | T03D8.6 | T19H12.6 | Y7A9A.1 | Y97E10AR.2	Cyanoamino acid metabolism
RM03524	r	RM03524	R03524	4.4.1.9	[m] : cys-L + cyan <==> h2s + cyanala + h	M00097 + M01326 <==> M00283 + M02512 + M00080	cysl-2	Cyanoamino acid metabolism
RMC0077	r	RMC0077	RMC0077	1.8.5.-	[m] : h2s + q --> s + qh2	M00283 + M00399 --> M00087 + M00390	sqrd-1	Sulfur metabolism
RM00781	r	RM00781	R00781	1.13.11.18	[m] : s + o2 + h2o --> so3 + (2) h	M00087 + M00007 + M00001 --> M00094 + (2) M00080	ethe-1	Sulfur metabolism
RM01875	r	RM01875	R01875	2.8.1.3	[m] : so3 + h2s + gthox <==> tsul + (2) gthrd	M00094 + M00283 + M00127 <==> M00320 + (2) M00051	Unknown	Sulfur metabolism
RC04311	r	RC04311	R04311	2.5.1.26	[x] : adhap + alkylR1oh <==> Rtotal + akdhap + h	C03372 + C00339 <==> C00162 + C03715 + C00080	ads-1	Ether lipid metabolism
RC04360	r	RC04360	R04360	1.1.1.101	[c] : akdhap + h + nadph <==> akgp + nadp	C03715 + C00080 + C00005 <==> C03968 + C00006	TBD	Ether lipid metabolism
RC04361	r	RC04361	R04361	2.3.1.-	[c] : Rtotal6coa + akgp --> akac2gp + coa	CC0123 + C03968 --> C05977 + C00010	Unknown	Ether lipid metabolism
RC04162	r	RC04162	R04162	3.1.3.4	[c] : akac2gp + h2o --> akac2g + pi	C05977 + C00001 --> C03201 + C00009	F13E6.5 | F53C3.13 | T28D9.3	Ether lipid metabolism
RC06364	r	RC06364	R06364	2.7.8.1	[c] : akac2g + cdpea <==> akac2gpe + cmp + h	C03201 + C00570 <==> C04475 + C00055 + C00080	cept-1	Ether lipid metabolism
RC07389	r	RC07389	R07389	2.7.8.2	[c] : akac2g + cdpchol <==> akac2gchol + cmp + h	C03201 + C00307 <==> C05212 + C00055 + C00080	cept-2	Ether lipid metabolism
RC04571	r	RC04571	R04571	1.14.99.19	[c] : akac2gpe + h + nadph + o2 <==> alkenac2gpe + (2) h2o + nadp	C04475 + C00080 + C00005 + C00007 <==> C04756 + (2) C00001 + C00006	Unknown	Ether lipid metabolism
RC07384	r	RC07384	R07384	2.7.8.1	alkenac2gpe + cmp + h <==> alkenac2g + cdpea	C04756 + C00055 + C00080 <==> C03454 + C00570	cept-1 | F54D7.2	Ether lipid metabolism
RC07379	r	RC07379	R07379	3.1.1.4	alkenac2gpe + h2o --> alken2gpe + Rtotal6 + h	C04756 + C00001 --> C04635 + CC0133 + C00080	ipla-1 | ipla-2 | ipla-3 | ipla-4 | ipla-5 | ipla-6 | ipla-7 | C07E3.9 | Y69A2AL.2	Ether lipid metabolism
